gene	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
Pame_00019.t1	3.175286661	3.038241257	2.573064236	2.509254986	2.744546481	2.69880744	2.713253702	2.867827292	2.982316433	2.750347097	1.238860215	2.718824091	2.022595075	2.575602777	2.270337567	2.00958366	2.399947615	2.635338817	2.35905444	2.302576417	2.561460562	3.328997265	2.067291079	3.414438657	1.702958904	2.888556234	2.338835129	2.856718831	1.983692286	2.228729433	3.120549352	2.576384271	1.858426669	3.194271476	2.209353543	2.671200512	3.127474806	2.704351881	2.658120062	3.396018337	2.936227095	2.148403772	2.978144365	3.17375108	2.215231276	3.470094293	2.786188586	1.954054826	2.04590073	2.023393759
Pame_00020.t1	5.938045793	5.89422359	5.687752187	5.077153255	5.704130512	5.972713329	5.756897859	5.319899683	5.085343919	5.620862021	5.101036498	4.64721088	4.269474568	4.176841347	4.621325163	4.279723857	4.408052853	4.580121359	4.00308047	4.639822552	4.791298359	4.577948407	4.329862698	4.084897657	4.091378259	4.715629841	4.33255757	4.584271044	4.986570215	4.599216611	4.447790759	4.734389889	4.79246496	4.981048903	4.534578359	4.602058927	4.457364461	4.466000576	4.828230439	4.867436902	4.797734145	4.854589165	4.943133676	5.109544437	5.269212724	4.75922509	4.596690698	5.337604063	4.908577562	4.890709331
Pame_00021.t1	10.79508994	10.48258614	10.07382023	10.15581753	9.81672929	10.36677025	10.3172317	10.01687791	10.36293008	9.909263079	13.4054739	11.75129717	11.64894173	11.82879499	12.40333697	12.06030414	11.48674956	13.18469252	11.7764865	11.64121183	12.76201447	12.73307254	11.71638221	12.44461375	11.92607728	12.43923093	12.33613273	12.11433774	12.37191274	12.19247468	11.94754928	12.61474665	13.05522142	10.71506968	11.85046816	11.48919569	12.08881142	12.93239563	12.63176593	12.18164612	11.76349457	13.14647958	12.40299338	12.19906803	12.4977371	10.32193937	12.74721744	10.64305347	12.0690637	11.87289415
Pame_00022.t1	3.387452155	3.848838233	3.85480357	3.388578062	3.534447631	4.067122393	3.331728144	3.245279638	3.109673137	3.279906564	3.314447114	3.548091323	2.917229325	3.1766483	3.940100958	3.150460569	3.498531719	3.520321665	3.305227831	2.901820724	3.364522007	3.457230486	2.773546995	3.341627163	3.345301271	3.963159656	3.536512997	3.612258125	3.589991137	3.283864004	3.281483128	3.323257647	3.422989141	3.049514023	3.189307468	3.66741531	3.263237271	4.056834938	3.523285936	3.790740765	3.659935972	3.736929526	3.299435168	3.233259198	2.499741308	3.873429347	3.97529084	1.192970549	3.85028937	3.49217366
Pame_00024.t1	5.507772445	7.505049324	5.728320543	4.637627634	4.582146499	7.759688488	5.540148192	4.46707728	4.841273735	4.974520135	7.33596196	7.209999147	5.420317332	5.629371193	5.640511033	5.073858785	4.54225805	6.775076887	5.622116263	5.739891297	5.567253375	5.501569714	5.988541546	5.39527192	4.986925117	5.718298601	5.382670711	5.278880576	6.482312657	5.55197736	6.812113113	5.965248657	5.595709523	6.812190144	6.085101679	7.025881487	6.936838136	5.741189207	6.193391311	6.113985893	5.853374436	6.404027732	5.797622621	4.735792928	4.674087726	6.576392132	5.725400344	3.455246986	5.738532772	5.505614683
Pame_00025.t1	7.244753893	7.1506206	7.554550482	6.79736323	6.986956963	7.114585662	7.497173232	6.951704347	6.928749306	7.190298792	7.260562049	6.423934431	6.325328844	6.243777599	6.551928157	6.250395068	6.492905879	6.517664664	6.331361267	6.423334452	6.821722969	6.871819012	6.291472793	6.390992627	6.120204694	6.558625814	6.678395912	6.405628237	6.947151819	6.479025177	6.457929122	6.76748266	6.70528679	7.306344275	6.722192761	6.572545623	6.543016349	6.600216222	6.733489926	6.651812315	6.833370832	6.873074932	6.744147638	7.250478447	6.831015825	7.055152262	6.487594072	7.162673294	6.719813181	6.783784026
Pame_00036.t1	1.879643039	3.010722559	2.721232649	2.711234978	3.553299058	3.438113169	2.511425026	3.274085694	2.8551306	3.445660499	2.439053925	3.265688926	3.272715994	2.526754931	2.507929074	2.898624362	2.616028277	2.55515845	3.122588242	2.412992834	2.934786333	2.861375788	3.051902791	2.551316672	2.931242429	2.759481842	2.826420355	2.536042951	1.784319708	2.815909423	2.942824124	2.757541755	3.20585853	3.126135335	3.330648745	3.422289523	3.705922625	2.800800525	2.492296737	2.691460465	2.911549702	2.358885705	2.107413363	2.550976983	3.032421798	3.344971907	2.682899103	1.590060623	2.856288567	2.782999781
Pame_00040.t1	2.695281195	3.039891137	4.035826225	1.752367533	2.697980603	3.051709677	3.596660885	2.266825512	2.146251159	3.246294066	1.313332933	1.467096849	1.646618901	1.12969186	1.681975421	1.645867635	1.913511776	1.87580758	2.09363116	1.755994212	2.238046983	2.446478573	1.799406488	1.975707216	1.603069632	1.56698072	1.928711413	1.495096473	1.788364148	1.558468471	2.077649768	1.727772367	2.485911079	2.435319221	2.051939323	2.428801666	2.527140416	1.934055973	2.225873358	1.923772914	2.728423405	2.270648539	2.607510232	2.504213584	2.371522621	2.597967313	2.064072315	2.687204055	2.166667247	2.326128872
Pame_00042.t1	4.498231717	4.786397716	5.538777145	3.254005901	4.498940132	4.762970625	5.386100458	3.964574222	3.584361253	4.779748242	1.973280639	2.189849855	2.521101004	1.793117637	2.327966105	2.659518173	2.983298276	2.692393719	2.904703737	2.497377326	3.195853083	3.393189646	3.200650298	3.004695536	2.457830651	2.602903407	3.125470919	2.703373173	3.215061942	2.907582923	2.868771697	3.015606395	3.185749222	3.166861635	3.087977028	2.871928394	3.508035598	2.967266383	3.463962428	3.037262725	3.895370488	3.085445052	3.928787199	3.228078302	4.022598626	3.744591687	3.109071323	5.45580393	2.935966959	4.18027519
Pame_00043.t1	5.509740173	4.7835038	5.766380491	4.195922357	5.056136952	4.721924912	5.541226743	4.296912537	4.450201697	5.330981395	3.84796685	3.864196052	3.539593106	3.78241905	4.40696517	3.872336288	4.059130272	3.884812795	3.69040592	4.145889361	4.09148828	4.447003855	4.100691771	3.952883326	3.846894427	3.855441608	4.001739202	3.813575993	4.132519265	3.72901975	4.016041617	4.03052148	4.528214977	4.57482207	4.170157417	4.410185048	4.454149566	4.416812725	4.623767386	4.411175379	4.524540148	4.692761943	4.736052801	4.946815062	4.386969551	4.889833685	4.392392991	4.601464763	4.710415235	4.359387633
Pame_00046.t1	4.016888497	3.688325852	4.422111874	4.061249129	3.800744624	3.721011667	3.918119044	4.137782199	4.246575302	4.021630741	4.535561554	3.147031486	3.618579317	3.322908794	4.269369836	3.399232629	1.664719478	4.310209225	2.59937731	2.488083061	4.498480659	3.958954004	2.980138663	2.84508855	3.020448863	4.078182838	4.722203692	3.388101347	3.917412659	3.914975843	3.378944367	3.02461755	4.982546441	3.067084522	3.8838847	2.943113041	4.772825242	4.569308799	3.645494161	2.837975526	3.34015632	4.580621881	2.922667885	3.883679461	5.1946111	2.620886647	4.672725165	2.63480234	3.849919219	3.429951996
Pame_00047.t1	2.101821495	3.07409264	2.494397689	1.150657153	1.447060738	3.211582304	2.200074281	1.368835385	1.627480772	1.791934898	2.016228865	1.520734013	1.219332727	1.490262049	2.810103727	1.658737042	2.365443389	2.497129471	1.747666673	2.155059449	2.362626985	2.661861309	1.429224944	1.652959094	1.303956052	1.430718819	1.880869646	1.491817189	2.28085835	1.977466775	1.637670521	1.995987339	1.658005777	4.231808701	1.781519188	2.099453438	1.768700955	1.298599668	2.532204731	2.128969712	2.07316556	2.229147972	2.58583747	2.936799983	2.57784209	2.899486956	2.138994631	3.690729962	2.482719235	2.752979747
Pame_00049.t1	1.694559311	1.760042062	1.854019592	1.176916326	1.631849308	1.519637511	1.758912878	1.820138107	1.79270129	1.493124672	1.55005351	1.861645757	1.658453721	1.925718445	1.882932537	1.821175482	1.989019081	1.749002142	1.802048423	1.550949903	2.252727491	2.24567211	1.964978921	2.025765905	2.110804204	2.349266188	1.895643864	1.883284539	2.328397042	1.932076294	2.106371772	2.149688598	2.242642136	2.24441217	2.04743369	2.133635856	2.122808534	2.311692014	2.168215197	2.406269984	2.088589401	2.216901806	2.459444734	2.771247525	2.07968872	2.308305534	2.078842068	2.008884834	2.624428477	2.151777655
Pame_00050.t1	2.35128627	2.209050915	2.44769556	1.883777198	2.141190795	2.131339246	2.441746392	1.681498741	1.871339011	2.198094921	2.656292709	2.320343145	2.370250784	2.298590871	2.712177547	2.570159302	2.60081209	2.823510929	2.505791868	2.304055382	2.767008513	2.842649035	2.308721999	2.423634641	2.568897948	2.69562864	2.555673841	2.486317931	2.711908934	2.436748182	2.632545093	2.54263694	2.559051228	2.744572313	2.798483984	2.781989116	2.852584189	2.768389729	2.839278378	2.605795358	2.837357974	3.042407954	2.782823699	2.814263291	2.819081586	2.901094724	2.673868447	2.894976815	2.733165585	2.622131495
Pame_00054.t1	3.577199187	4.242236641	2.651770419	1.222279062	1.804755731	4.432204467	2.912088388	2.107932203	2.298326927	2.089057411	0.660227675	2.118887931	1.954218649	1.332507446	1.101011277	1.594367007	2.522763862	1.657621714	2.685523085	1.403229541	1.8956206	1.752791401	2.058361525	1.75570373	1.775240219	1.703277924	1.255246917	1.715989986	0.901362382	1.620783448	2.48580806	1.639412778	2.493109297	1.858908002	2.602580401	2.34215647	2.816902753	2.268769726	2.326255454	2.265502908	2.911599553	2.576108498	2.21451341	2.221666769	1.460742564	2.472711307	1.763488063	0.707493869	2.554969427	2.228612467
Pame_00055.t1	3.393585063	4.073306117	1.898281888	1.11807395	1.739692594	4.016665682	2.467091631	1.665406416	1.041257003	1.921181133	0.493095972	1.473101111	1.739148183	1.440909687	1.129487453	1.377262597	1.935523866	1.048138514	2.412833001	1.493765163	1.445567807	1.335649034	1.682613746	2.276145254	1.66225564	1.19725523	1.246961344	0.957136039	0.663298161	1.283133555	1.890388322	1.209946137	1.903366118	1.276055899	2.529995808	1.671152946	2.865493266	1.411637753	1.762012821	1.671420197	2.605603373	2.09521893	2.116048633	2.12608411	2.007679907	2.473776523	1.376429311	0	2.333695645	2.127253573
Pame_00069.t1	3.219275411	3.808899839	3.230150741	2.394988743	2.948167226	3.923415441	3.269908375	2.493324536	2.717508636	2.908255701	3.183427757	3.131294792	2.94474415	2.902887821	3.446921834	2.887917085	3.238641666	3.595599137	3.052741055	3.225353603	3.69236024	3.736821317	3.263192192	3.263389025	2.814991265	3.170691029	3.019860229	2.919517429	3.594488834	2.864435777	3.319088965	3.730498668	3.383600622	3.831765793	3.530295521	3.372264008	3.506881173	3.300486916	3.880930361	3.572137816	3.584505575	3.752320428	3.943358763	4.53116309	3.898837157	3.913080885	3.660403855	5.474543122	3.62501326	4.308804986
Pame_00070.t1	2.833719958	2.922736379	3.134817284	2.828751395	3.05449948	2.620337729	2.783297394	2.898879712	2.675362054	3.396084118	1.306285575	1.105973023	1.418459838	1.646775557	0.962306178	1.044855708	0.884058641	1.366716672	1.064013663	1.061783109	1.838471797	1.546082002	1.615204398	1.192591878	1.792817879	1.343299794	1.603430511	1.295194037	1.630507985	1.038295698	0.894848799	1.79757749	1.772675359	1.86001724	1.932431627	0.815878691	1.560538886	1.985329191	1.897314011	1.663986686	1.295235188	2.010679598	2.109447486	2.109086371	1.806216805	2.000778845	1.643380599	1.696674925	2.024113971	1.997870454
Pame_00096.t1	4.231931551	4.729982307	6.04533812	5.344544474	4.100986055	5.043646347	5.636334602	4.916361989	5.360339693	4.818047818	1.123255642	1.791451529	1.989585919	0.26028586	1.532596244	1.005967612	0.585773068	1.086362579	0.612190172	0.946029364	0.823618941	1.141517807	0.947197088	1.903986897	0.908473229	1.066385451	0.984929797	1.598827289	0.903064501	1.162487203	1.668019249	1.605456405	1.309013162	2.821773472	1.861653696	2.337751048	2.207599286	1.194509458	1.879897851	1.452432022	1.885617313	2.326977338	2.025053607	2.599008271	2.413000961	1.022644784	1.32898578	1.255839085	1.828452858	1.598141256
Pame_00109.t1	2.78877966	1.767675983	1.9248486	0.8862848	1.226607172	1.660043256	2.257454224	1.431269931	1.459615223	1.433910204	0.658699574	1.612041041	1.878560565	1.695067341	0.638180442	1.109039553	0.528766332	1.608298296	1.534878367	1.349699301	0.984676839	2.098537464	1.86710573	1.201131967	1.688909916	0.686386676	1.970481892	2.400565253	2.57048479	2.622944403	1.017480126	1.877598992	1.952788298	0.596411385	1.099308672	1.353131295	1.009476171	2.379066399	1.361594327	1.842834052	2.105262372	1.74125124	2.643936978	2.117625233	1.722321748	2.059864008	2.326988839	2.467135986	2.283844748	2.955770316
Pame_00210.t1	3.215085246	3.158372577	3.090164091	2.042364175	3.887700723	3.284597044	3.612092955	2.987826539	2.047726827	2.491329784	0	1.489460728	1.39154778	1.387323936	2.005719753	1.626672753	0	1.509690775	1.437659204	0	1.870704021	0.980823042	1.521312107	1.720646207	1.752543089	1.053855089	0.896735297	1.52851631	2.324718452	0.925075038	1.887295201	1.553448979	1.637318107	1.931501527	2.005942468	0.95677113	1.479225387	0.950987915	1.492212122	0.941936373	0.8929575	2.403545871	1.542292724	1.00573053	2.01829233	0.951128208	1.011624445	2.33610054	1.998097996	2.827117826
Pame_00211.t1	1.465587953	0.618864471	0.333389383	0.772233642	0.807331014	1.142413438	0.956473784	0.30434632	0.315891945	0.558963095	1.557321857	2.48486252	2.522146166	2.643683056	1.938455179	3.178834131	3.167794653	2.404170147	2.833035795	2.253163336	2.104480922	2.634767496	3.394221897	3.331531819	2.642003735	3.043972616	2.57046536	1.491309258	3.070969724	3.094104295	3.090045498	2.806794223	2.673565469	2.862935349	3.224954021	3.323818229	3.556294521	3.811368271	3.426876596	3.099581358	3.654194919	4.170934535	3.805632966	3.948740999	3.730379106	4.001487013	3.323775005	4.70516512	3.958146674	4.254321925
Pame_00271.t1	2.189552595	2.006761192	1.638560447	1.418449043	1.665015219	1.43027992	1.997707902	1.741380692	1.623398682	1.513288603	1.0917946	2.542404169	2.113237082	3.322937628	3.089662546	3.182021638	3.458670724	1.501194535	2.39234765	2.828385831	1.368410773	3.837529543	2.290120616	3.136767234	3.262300849	3.209442448	2.635812423	3.077405378	2.962563829	3.096044218	2.771015052	3.416755988	3.863839361	3.198882278	3.139700321	3.338227573	3.24938921	3.032709187	4.220384132	2.806057975	3.298435443	3.648764535	3.697907232	4.54965069	3.795517613	2.208791914	3.430754942	2.602903407	4.15964533	4.125816387
Pame_00315.t1	3.311373779	4.266119374	3.80203808	4.70404749	4.294525179	4.579934372	3.666029381	4.538252576	4.427143524	4.445435381	2.263100528	3.327688801	2.91267094	1.397353932	2.751144468	3.583735688	3.136304605	3.085536831	3.169341393	2.257596028	1.656597047	3.106661551	2.290002622	3.486250989	4.516172776	2.457499737	2.302359999	2.414876991	2.727826812	2.472885433	2.814341233	2.177879532	2.368016779	3.203536336	3.470237493	3.102873092	2.715882391	3.247479449	1.728347211	3.392810603	2.260603823	0.891564616	2.758742358	3.196512624	0.882273672	2.391534033	3.327868408	0	3.049620313	2.732978974
Pame_00347.t1	0	1.235874079	0	0	0	0	0	1.118313208	0	1.114200422	1.406460479	2.672649367	2.610799262	3.446085479	0	3.40656252	0	1.273993228	2.637165059	0	2.96669255	2.423301168	1.264013904	3.185132328	3.560201361	1.393284391	1.200046023	1.265880919	2.852462343	2.658081206	2.935312642	2.789741769	0	3.065134543	1.993609154	1.978730133	2.672794172	2.404268262	1.865372506	1.261771495	2.65372731	0	1.313164571	3.372165085	1.328813491	2.999830473	2.018662657	0	2.022989148	2.315812551
Pame_00351.t1	4.992070476	6.325244283	5.546348138	4.772054552	4.887203553	6.56932703	5.46245483	4.864280257	4.935313585	5.033154261	4.47466317	5.051689669	4.785681319	4.955229096	4.454715487	4.840191287	4.816512671	4.881605892	4.825994183	4.471473629	5.05143301	5.354296993	4.7402368	4.860898257	4.907823237	5.538041453	4.696583684	4.856886121	4.305459871	4.687447073	5.088917532	4.851199339	5.225687532	5.392289943	5.237915478	4.761381024	5.406543473	5.948434984	5.082838815	5.467752257	5.202923086	5.509781337	5.285857151	5.816702094	4.811188424	5.407352751	5.578573466	4.100422658	5.105154235	5.013614114
Pame_00356.t1	2.307644185	1.748199291	2.021913181	2.020125233	2.509936482	2.202580711	2.019559595	1.94434498	1.988688322	2.108832199	3.136002668	3.699218459	3.805736135	3.734037561	3.015294168	3.927137939	3.846483287	3.552844285	3.638907926	3.507566328	3.524126378	4.216586789	4.146044195	4.296082919	4.313492569	4.609128492	3.749802402	4.135157237	4.462883396	3.502737941	3.998466322	4.377873367	4.794249492	4.448101434	4.592504877	3.966790358	3.725937428	4.993117282	4.399006986	4.905865918	4.393958414	4.559418392	4.618796593	5.322194969	4.215857175	4.348289083	4.627093166	4.113733833	4.815872544	4.556220936
Pame_00362.t1	1.481903383	1.616560018	1.596377033	0.990821292	1.374800237	1.604180471	1.48769214	1.609806959	1.454907586	1.144072482	0.77090937	1.493647334	1.581789895	1.788046691	1.433760682	2.098891126	1.698538548	1.666138486	1.549230505	1.431248532	1.890294924	2.013362206	1.658924369	1.963463026	1.933334687	1.530305511	1.167942339	1.72490343	1.557081638	1.533274282	1.938458943	1.948731656	2.305763365	1.909143287	1.999743899	1.727153717	1.806084791	2.206183714	2.132816998	1.888780259	2.009572912	1.916228212	2.3652474	2.751755059	1.803053407	1.900567372	1.803830445	0.867473475	1.725946151	1.687737073
Pame_00367.t1	3.954950038	3.521490516	4.015310227	2.985851953	3.570985024	3.388458209	4.038804886	3.456151664	3.346805168	3.684717768	2.228101397	3.455241725	3.351607129	3.312245488	3.295208734	3.608206023	3.466979431	3.338853665	3.503654035	3.089771003	3.578661013	3.775166458	3.49103213	3.578431568	3.625235415	3.605446923	3.60119731	3.517716624	3.890563427	3.492558242	3.706408988	3.713827763	3.692282118	4.109711578	4.027207143	3.785968967	3.738205779	3.763209711	3.626252217	3.838155091	4.099766486	3.931626331	4.134303095	4.515378152	3.903944492	4.075352925	3.668493596	4.274127451	3.809465895	3.897743829
Pame_00370.t1	3.040312081	2.020861297	2.006190289	1.684468679	2.219555769	2.17035454	2.529973327	2.169011005	2.196915441	2.416191194	2.182066146	3.446732638	3.448193963	3.451324544	3.201340588	3.803413045	3.272015722	3.691031591	3.411241829	3.390027905	3.682674417	3.66343571	3.702059066	3.801531183	3.884763963	3.793864678	3.928948233	3.873429347	3.604284865	3.61989422	3.656198877	4.062864288	4.114783447	3.613036526	4.030088839	3.842124021	3.839072743	4.103136711	3.791491121	4.088311236	4.224518829	4.464250034	4.461391041	4.819535351	4.176578094	4.694111293	4.001315859	3.403319538	4.108934208	4.012988728
Pame_00372.t1	2.321122846	2.599701033	2.057876519	1.902150778	1.810410198	2.454631271	1.841083485	1.883221967	1.944701052	1.905578108	1.05344503	1.48025478	1.398498135	1.423895448	1.009189492	1.819038655	1.702856981	1.539178667	1.439282701	1.333646991	1.422685118	1.466089353	1.376056955	1.44650504	1.903863533	1.778582871	1.543476086	1.764694344	1.978591035	1.579662897	1.240381501	1.644142392	1.463999036	2.125733747	1.790722001	1.367141782	1.625854931	2.040247193	1.465018444	1.917668525	1.712630995	1.573359983	1.823101225	2.264794622	1.260447259	1.809056299	1.72053677	1.666411213	2.058739024	2.184677021
Pame_00381.t1	1.140556182	10.75917248	0.868090918	0	0.480788327	11.18281022	0.456639008	0.459361318	0.472613579	0	1.016260962	2.066395784	1.127342731	1.369019716	0.990484411	1.607701963	1.745030757	1.894856558	1.632510196	0.93659083	2.415242167	1.554981702	1.743687297	1.884183709	1.3658045	1.058337279	1.658234337	1.277681303	1.297162063	2.221156327	2.471174451	1.275173961	1.332896939	11.60323224	3.016972267	2.701575671	1.697649291	1.925296883	1.732837915	1.503537011	2.371620193	1.843991881	3.297407144	3.374172859	3.02404303	3.435776589	2.605859347	3.647475696	2.674309233	2.615421006
Pame_00390.t2	4.463040397	3.878666495	3.922616512	2.882312414	3.546561136	4.059519683	3.928976649	3.560641595	3.18444852	3.871478987	2.378361797	2.078814748	1.986301705	2.02603514	1.963906868	2.118170322	2.191518434	1.791322325	1.14784069	1.220521889	1.965717804	2.407124295	2.540505938	2.053910681	2.164535297	2.51629004	2.588344059	2.538478567	3.147174799	2.632035504	2.587533016	2.874865805	3.356986076	2.658599958	2.69954497	2.599974713	2.716027313	3.363880333	2.576318961	2.466822859	3.113252087	2.949338825	3.235849577	3.625317253	2.841296886	3.395894989	2.340325836	1.855619013	2.949661922	2.761312935
Pame_00391.t1	0	0.58686176	0	0	0	0.644420231	0	0.528752332	0.935412223	0	5.316887902	6.439370478	6.155830172	6.018284763	5.532834341	6.733720392	6.226256113	5.939459328	5.903185329	5.925743128	6.237890628	6.3587391	6.889777722	6.386748879	6.731536268	6.607396898	6.503932247	6.493560877	6.274859864	6.114629385	6.74760223	6.707359132	6.457965227	6.602254948	6.827730123	5.980852464	6.527770989	6.666941177	6.111200368	7.071011785	6.818799444	6.626250756	6.802904047	7.185797183	6.290892496	6.988923223	6.350700554	6.931139344	6.987264012	6.954335919
