Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
Pful_5	66.3410473681338	65.3481030527741	62.5168032806565	69.7708052809771	65.4898935322426	59.3899448351384	4.64079242689427	3.33291519620676	2.05312276645352	9.65617568356545	0	6.21563952278829	122.814814152787	122.616652183264	118.604120986408	123.695700312469	121.433547086066	124.232130865237	109.042932872749	103.386825903928	102.512931528905	101.035624800003	103.865050675691	105.636049930015
Pful_6	60.3622500620987	59.3840847760701	56.5650353457775	63.7877345501222	59.5241976761531	53.5229738458387	2.37123169506303	6.21050546203043	4.77973308865153	3.5119014882696	6.21563952278829	0	121.366916121539	120.783750654423	116.601853390739	122.185654142818	120.175002879622	122.810551794602	108.969426080767	103.241755182694	102.622870475999	100.683140355727	103.796733413176	105.450195567702
Esin_1	122.27721489628	122.858696809694	123.852553612265	122.912051175686	125.089087665139	121.557562976423	120.533664560937	122.43820153806	123.589670015027	119.89141942632	122.814814152787	121.366916121539	0	7.95024823324408	12.1640647444171	1.57826085788841	4.11205743035962	2.25380409364277	133.160596763565	127.968143390215	129.793319081683	125.203039783596	127.690392494223	131.548763688658
Esin_2	117.957630349934	118.60775771618	119.779988748784	118.40615051317	120.860854504327	117.66173794897	120.07653417281	122.154030801994	123.267293827262	119.10228871406	122.616652183264	120.783750654423	7.95024823324408	0	5.38809138594282	6.93736285277358	11.8211449583086	9.10407806139134	132.412623491476	127.195577312131	129.246305471791	124.245845250426	127.009358464477	130.682947955319
Esin_3	112.647076769385	113.307503738121	114.507023193704	113.072141517207	115.56289251468	112.425024090119	115.950187372375	118.101823640836	119.197098444256	114.834155938825	118.604120986408	116.601853390739	12.1640647444171	5.38809138594282	0	11.5295452348723	15.4029958631037	13.6173641120897	129.592061077623	124.284334773325	126.386334316211	121.225754969978	124.155550595982	127.741063212027
Esin_4	122.46791653771	123.065997248095	124.097102303957	123.063703410648	125.300535818578	121.84779498563	121.376940949535	123.321512503577	124.453062744827	120.677397936811	123.695700312469	122.185654142818	1.57826085788841	6.93736285277358	11.5295452348723	0	5.5157511352993	2.26367393555278	134.100891328473	128.911956769852	130.77605484714	126.120507189197	128.646546807264	132.477619097431
Esin_5	123.118522235682	123.660219317264	124.54825537453	123.863503075175	125.873237617833	122.162424015679	119.283584630151	121.107711833491	122.26822222081	118.804024360261	121.433547086066	120.175002879622	4.11205743035962	11.8211449583086	15.4029958631037	5.5157511352993	0	4.31914758305056	132.868362901397	127.654230555246	129.347302491858	124.966615306542	127.340855200429	131.281629782408
Esin_6	124.004969005317	124.59145474351	125.58403018058	124.640737475615	126.818660067834	123.313691372038	121.980084702659	123.901939502912	125.020448345939	121.351756835813	124.232130865237	122.810551794602	2.25380409364277	9.10407806139134	13.6173641120897	2.26367393555278	4.31914758305056	0	135.31760718352	130.128628205959	131.934256368563	127.378018041869	129.843440059267	133.716031591012
Bger_1	109.822622428013	109.262557620946	108.68942496699	110.985580287412	110.138501749634	105.054053068466	107.742424190848	105.94294313338	109.052929669468	108.518425927267	109.042932872749	108.969426080767	133.160596763565	132.412623491476	129.592061077623	134.100891328473	132.868362901397	135.31760718352	0	6.36442267903091	7.23663286162353	10.0984370243631	6.26016136592312	4.01716571560412
Bger_2	104.542555258529	103.988372249047	103.40041170307	105.769749264912	104.913881550685	99.6987474416654	102.012453569903	100.301043892671	103.407594285996	102.743648673938	103.386825903928	103.241755182694	127.968143390215	127.195577312131	124.284334773325	128.911956769852	127.654230555246	130.128628205959	6.36442267903091	0	4.52700090935817	4.34161185358535	1.65801207397393	3.89610927906415
Bger_3	106.313803968186	105.712436005393	104.992017744209	107.659495661725	106.59424073431	101.223467115215	101.331318486774	99.4465510924448	102.581638570204	102.275869208039	102.512931528905	102.622870475999	129.793319081683	129.246305471791	126.386334316211	130.77605484714	129.347302491858	131.934256368563	7.23663286162353	4.52700090935817	0	8.15796448768724	3.99596698981144	6.00692626258773
Bger_4	100.603776949672	100.07355615554	99.5468232653465	101.789726065259	101.030716190081	95.8665005251816	99.5058653134221	97.9372620359285	101.015560397752	100.067872376123	101.035624800003	100.683140355727	125.203039783596	124.245845250426	121.225754969978	126.120507189197	124.966615306542	127.378018041869	10.0984370243631	4.34161185358535	8.15796448768724	0	5.54862232259481	6.86622383689221
Bger_5	105.741211815135	105.188240968641	104.59144307268	106.989118346737	106.127888145186	100.865997987886	102.537202385844	100.798202640913	103.917127435817	103.334234004698	103.865050675691	103.796733413176	127.690392494223	127.009358464477	124.155550595982	128.646546807264	127.340855200429	129.843440059267	6.26016136592312	1.65801207397393	3.99596698981144	5.54862232259481	0	4.82923046663074
Bger_6	105.847452229828	105.280663678697	104.69454312726	107.023262818504	106.148098258943	101.059305398866	104.260560627547	102.516334209754	105.608825239183	104.946275389053	105.636049930015	105.450195567702	131.548763688658	130.682947955319	127.741063212027	132.477619097431	131.281629782408	133.716031591012	4.01716571560412	3.89610927906415	6.00692626258773	6.86622383689221	4.82923046663074	0
