Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6
Esin_2	0.372781103274368	0.378871555060489	0.384662548900729	0.370129270561513	0.38801805048552	0.412615860903298	0.382420764034575	0.415611096295583	0.396465656172083	0.375529406428306	0.39981995136318	0.383334537975666	0.0435340827272476	0	0.0395498293000236	0.046363569812959	0.0613831154350115	0.0445230620965841	0.440590655872626	0.437764249765843	0.454426332915541	0.410233710340942	0.44224511014408	0.430145572026408
Esin_3	0.358269904712685	0.365555157785364	0.3692254940127	0.353951163703603	0.37624057164859	0.398530891701015	0.369261869243485	0.404759441887448	0.38616304088645	0.362427485859947	0.395067079288994	0.371520775049982	0.0513023796638492	0.0395498293000236	0	0.056589978565864	0.0774165339186205	0.0646240623952526	0.432226724087326	0.426488296404573	0.446023568807995	0.398851455339451	0.433467697878886	0.419798077194591
Esin_4	0.397145661906363	0.401386570652399	0.407409084607373	0.396328618559898	0.413015836222895	0.42380927579244	0.394193567422331	0.426809136231468	0.407484392699901	0.396028139589069	0.413222322341145	0.399515969685016	0.0280092073568183	0.046363569812959	0.056589978565864	0	0.0524631869704176	0.0369783763735277	0.454109402642712	0.449844360946656	0.455407896843989	0.418464337216705	0.445247900767039	0.442250502550884
Esin_5	0.395908956609638	0.397194502702463	0.400363057699387	0.3983862921999	0.407843691436875	0.425757881880931	0.389367669002666	0.417646889049749	0.398184285739453	0.393582198158269	0.398716545315121	0.394240288165026	0.0397894728254387	0.0613831154350115	0.0774165339186205	0.0524631869704176	0	0.0341356053922074	0.449091575614464	0.449106792643476	0.457562711080373	0.424523065595755	0.448721715362456	0.44127258833864
Esin_6	0.397103455629516	0.400922218932691	0.406342370845859	0.396211138162129	0.411779385814542	0.429452650156459	0.393902827941352	0.425086317662706	0.406168054281561	0.394926473819662	0.407134314516075	0.398938982825214	0.0336528287239969	0.0445230620965841	0.0646240623952526	0.0369783763735277	0.0341356053922074	0	0.454045786600997	0.455049172202084	0.464446354731506	0.426550068869622	0.451726583354486	0.445430276169251
Bger_1	0.279481518234449	0.270227514433066	0.277275507204981	0.280872934186031	0.274572639652349	0.290255369049487	0.276308594602816	0.282509717931346	0.279279997002334	0.279241963638281	0.275299731777453	0.281626872831631	0.446666690149303	0.440590655872626	0.432226724087326	0.454109402642712	0.449091575614464	0.454045786600997	0	0.0646740338409025	0.0671349829508012	0.0568621256504631	0.0594665861588934	0.0272298304528439
Bger_2	0.27636656480617	0.278100567077352	0.273454167920967	0.279855622018634	0.287464611717908	0.298025902331961	0.273190273602118	0.294602352279241	0.274359042582908	0.275094022026736	0.285082798580594	0.276298106419998	0.440190383633395	0.437764249765843	0.426488296404573	0.449844360946656	0.449106792643476	0.455049172202084	0.0646740338409025	0	0.0797421046827672	0.0490669317934078	0.08211923967047	0.0655964737788063
Bger_3	0.299355061006897	0.293692131659749	0.291108200400479	0.303047980710957	0.297942801068162	0.263410156352793	0.281705220478246	0.263768220436567	0.280298856087895	0.290111570604759	0.286125260502281	0.287815689370511	0.449180905167773	0.454426332915541	0.446023568807995	0.455407896843989	0.457562711080373	0.464446354731506	0.0671349829508012	0.0797421046827672	0	0.0550243701689735	0.0526912756654343	0.0641735605097729
Bger_4	0.249430907220687	0.25221396030812	0.249915357826326	0.247895113155517	0.265033461373769	0.268459532780858	0.244730979457531	0.268348312117048	0.251259242098207	0.245026524728592	0.265381202642059	0.248656539809763	0.413012902879352	0.410233710340942	0.398851455339451	0.418464337216705	0.424523065595755	0.426550068869622	0.0568621256504631	0.0490669317934078	0.0550243701689735	0	0.044315017332736	0.0454327266144209
Bger_5	0.293521300782129	0.283140868801586	0.291222651266969	0.294825094093621	0.291399823500019	0.264285074202061	0.282184524081247	0.261675324691508	0.285556085772625	0.285912230089289	0.286145859556691	0.288277276401389	0.439519168217828	0.44224511014408	0.433467697878886	0.445247900767039	0.448721715362456	0.451726583354486	0.0594665861588934	0.08211923967047	0.0526912756654343	0.044315017332736	0	0.074431813422396
Bger_6	0.264879793686216	0.26320546358316	0.262255293054723	0.26485621834447	0.267713553348958	0.285969637040882	0.261039494178136	0.282884087249465	0.264169388770209	0.263597898078877	0.270004442140799	0.263970879960022	0.438766474318023	0.430145572026408	0.419798077194591	0.442250502550884	0.44127258833864	0.445430276169251	0.0272298304528439	0.0655964737788063	0.0641735605097729	0.0454327266144209	0.074431813422396	0
